full_name,first_name,last_name,country,id,type,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,type_avg,diff_avg,player_avg
Nikica Jelavic,Nikica,Jelavic,Croatia,12464,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.13,0.19,0.56,0.74,0.65,0.19,0.27,0.28,0.15,0.58,0.28,0.54,-1,0.38,-0.17,0.3
Nikica Jelavic,Nikica,Jelavic,Croatia,12464,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.25,0,0.07,0.5,0.18,-1,0,-1,-1,-1,-1,0.21,-0.17,0.3
Nikola Kalinic,Nikola,Kalinic,Croatia,57,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.38,0.68,0.5,0.21,0.3,0.48,0.28,0.3,0.4,0.35,0.49,0.14,0.17,0.26,0.33,0.01,0.34
Nikola Kalinic,Nikola,Kalinic,Croatia,57,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0.67,0.43,0.5,0,1,0.56,0,0.27,-1,-1,0.34,0.01,0.34
Andrej Kramaric,Andrej,Kramaric,Croatia,726,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.24,0.07,0.36,0.47,0.57,0.69,0.3,0.5,0.31,0.59,0.57,0.42,-0.22,0.31
Andrej Kramaric,Andrej,Kramaric,Croatia,726,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.33,0,0.22,0.5,0.33,0.2,-0.22,0.31
Niko Kranjcar,Niko,Kranjcar,Croatia,104745,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29,0.17,0.12,0.17,0.24,0.1,0.06,0.19,0.06,0.09,0,0.33,0,-1,-1,0.14,0.02,0.15
Niko Kranjcar,Niko,Kranjcar,Croatia,104745,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.33,0.1,0,0.15,0.33,0.38,0,0.29,0,0.17,-1,-1,-1,-1,-1,-1,0.16,0.02,0.15
Mario Mandžukic,Mario,Mandžukic,Croatia,878,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11,0.48,0.38,0.47,0.5,0.36,0.36,0.54,0.52,0.47,0.38,0.22,0.24,0.29,0.14,0.36,-0.06,0.33
Mario Mandžukic,Mario,Mandžukic,Croatia,878,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.17,0,0.35,0.5,0.44,1,0.4,0,0.42,-1,-1,0.3,-0.06,0.33
Luka Modric,Luka,Modric,Croatia,754,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,0.18,0.48,0.12,0.09,0.09,0.12,0.08,0.04,0.04,0.07,0.03,0.05,0.07,0.11,0.12,0,0.12
Luka Modric,Luka,Modric,Croatia,754,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,0.5,0.11,0,0.27,0,0.07,0,0,-1,0.21,0,0.14,0,0.22,0.12,0,0.12
Ivica Olic,Ivica,Olic,Croatia,90712,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.38,0.35,0.5,0.42,0.46,0,0.14,0.35,0.41,0.19,0.1,0.16,-1,-1,-1,0.3,-0.11,0.25
Ivica Olic,Ivica,Olic,Croatia,90712,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29,0.25,0.2,0,0,1,0.12,0,0.3,0,0.25,0,0.29,0,0.12,-1,-1,-1,-1,0.19,-0.11,0.25
Ivan Perisic,Ivan,Perisic,Croatia,207,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29,0.33,0.48,0.23,0.15,0.29,0.19,0.27,0.24,0.28,0.19,0.21,0.26,-0.09,0.22
Ivan Perisic,Ivan,Perisic,Croatia,207,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.31,0,0.59,0,0.32,0.17,0.33,0.17,-0.09,0.22
Bruno Petkovic,Bruno,Petkovic,Croatia,1331,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.1,0.24,0.1,0,0.32,0.32,0.14,0.61,0.45
Bruno Petkovic,Bruno,Petkovic,Croatia,1331,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.5,0.75,0.61,0.45
Mladen Petric,Mladen,Petric,Croatia,114793,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.19,0.22,0.43,-1,-1,0.47,0.76,0.45,0.46,0.47,0.54,0.29,0.21,0.07,0.2,0.19,-1,-1,-1,-1,0.33,-0.09,0.29
Mladen Petric,Mladen,Petric,Croatia,114793,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.5,-1,0,-1,0,0.5,0.39,0,0.22,0,0.25,1,0,-1,-1,-1,-1,-1,-1,0.24,-0.09,0.29
Ivan Rakitic,Ivan,Rakitic,Croatia,149,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.33,0.08,0.07,0.21,0.17,0.03,0.26,0.27,0.17,0.17,0.18,0.07,0.12,0.02,0.14,-0.03,0.13
Ivan Rakitic,Ivan,Rakitic,Croatia,149,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.27,0.5,0.29,0,0,0,0.06,-1,0.2,0,0.16,0,0,0.11,-0.03,0.13
Darijo Srna,Darijo,Srna,Croatia,30557,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.12,0.08,0.11,0.09,0.1,0.16,0.14,0.12,0.03,0,0,-1,0.07,0.1,0.12
Darijo Srna,Darijo,Srna,Croatia,30557,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.13,0.33,0.41,0.67,0.31,0.33,0,0,0.06,0.25,0.06,0,0.06,-1,-1,-1,-1,0.17,0.1,0.12
Nikola Vlasic,Nikola,Vlasic,Croatia,842,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,0.06,0.11,0.16,0.26,0.34,0.18,-0.05,0.16
Nikola Vlasic,Nikola,Vlasic,Croatia,842,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.5,0.13,-0.05,0.16
Antonín Barák,Antonín,Barák,Czech-Republic,30803,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.35,0.15,0.21,0,0.11,0.1,0.32,0.26
Antonín Barák,Antonín,Barák,Czech-Republic,30803,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.5,0.6,0,0,0.42,0.32,0.26
Milan Baros,Milan,Baros,Czech-Republic,66078,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.08,0.35,0.3,0.17,0.12,0.6,0.7,0.52,0.28,0.42,0.25,0.18,0.38,0.21,0.37,0.39,0.08,0.33,0.06,0.36
Milan Baros,Milan,Baros,Czech-Republic,66078,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.55,1,0.75,0,0.39,0,0.31,0.5,0.5,0,0.21,-1,-1,-1,-1,-1,-1,-1,-1,0.39,0.06,0.36
Vladimír Darida,Vladimír,Darida,Czech-Republic,25348,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.14,0.21,0.18,0.21,0.2,0.07,0,0,0.12,0.1,0.03,0.12
Vladimír Darida,Vladimír,Darida,Czech-Republic,25348,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.05,0,0.33,0.5,0.29,0.13,0.03,0.12
Borek Dockal,Borek,Dockal,Czech-Republic,55875,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.17,0.14,0.11,0.34,0.32,0.14,0.27,0.27,0.2,0.14,0,0.06,0.18,-0.02,0.17
Borek Dockal,Borek,Dockal,Czech-Republic,55875,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0.14,0,0.29,0,0,0,0,0.16,-0.02,0.17
Michal Kadlec,Michal,Kadlec,Czech-Republic,66090,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.1,0.18,0.04,0.12,0.05,0.06,0.15,0.09,0,0.07,0,0,0,0.06,0.02,0.07
Michal Kadlec,Michal,Kadlec,Czech-Republic,66090,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,0,0,0.4,0.28,0,0,0,0,-1,0,-1,-1,0.08,0.02,0.07
Michal Krmencík,Michal,Krmencík,Czech-Republic,820,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0.25,0.15,0.36,0.35,0.65,0.56,0.47,0.38,-0.15,0.31
Michal Krmencík,Michal,Krmencík,Czech-Republic,820,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.5,0.4,0.25,0,0.23,-0.15,0.31
David Lafata,David,Lafata,Czech-Republic,105715,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.13,0.41,0.17,0.32,0.44,0.63,0.82,0.72,0.53,0.77,0.67,0.42,0.2,0,-1,0.45,-0.18,0.36
David Lafata,David,Lafata,Czech-Republic,105715,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0.33,1,0.14,-1,0.18,-1,-1,-1,-1,0.27,-0.18,0.36
Václav Pilar,Václav,Pilar,Czech-Republic,66281,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11,0.24,0,0,0.16,0,0,0.12,0.08,0.18,0.09,0.03,0.11
Václav Pilar,Václav,Pilar,Czech-Republic,66281,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.27,-1,0,0,0.33,-1,-1,-1,-1,0.12,0.03,0.11
Jan Polák,Jan,Polák,Czech-Republic,66607,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03,0.1,0.1,0.1,0,0.08,0,0.03,0,0,0.12,0.08,0.04,-1,-1,0.05,0.06,0.08
Jan Polák,Jan,Polák,Czech-Republic,66607,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.21,0,0.06,0,0.12,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0.11,0.06,0.08
Tomás Rosicky,Tomás,Rosicky,Czech-Republic,105800,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.18,0.12,0.3,0,0.09,0.03,0.05,0.19,0.07,0.13,0,0,0.08,-1,-1,0.1,0.09,0.15
Tomás Rosicky,Tomás,Rosicky,Czech-Republic,105800,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.31,0.5,0.19,-1,0.53,0,0.2,-1,0,0.5,0,0,0.29,-1,0.1,-1,-1,-1,-1,0.19,0.09,0.15
Patrik Schick,Patrik,Schick,Czech-Republic,794,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.14,0.29,0.36,0.25,0.14,0.36,0.22,0.21,0.33
Patrik Schick,Patrik,Schick,Czech-Republic,794,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0.5,0.67,0.43,0.21,0.33
Tomás Sivok,Tomás,Sivok,Czech-Republic,105277,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.18,0.13,0.06,0.05,0.05,0.1,0.15,0.17,0.13,0,0.07,0.04,0.12,-1,0.1,0.1,0.02,0.11
Tomás Sivok,Tomás,Sivok,Czech-Republic,105277,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.2,0.25,0.06,0,0,1,0.08,0,0,-1,-1,0.12,0.02,0.11
Matej Vydra,Matej,Vydra,Czech-Republic,18930,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29,0,0,0.47,0.15,0.36,0.24,0.13,0.5,0.12,0.09,0.21,-0.12,0.15
Matej Vydra,Matej,Vydra,Czech-Republic,18930,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.5,-1,0.2,0,0,0,0,0.09,-0.12,0.15
Daniel Agger,Daniel,Agger,Denmark,114778,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.08,0,0.04,0.03,0,0.06,0.08,0.08,0.05,0.04,-1,-1,-1,-1,0.04,0.07,0.08
Daniel Agger,Daniel,Agger,Denmark,114778,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.2,0,0,0,0.07,0.5,0.1,0,0.46,0,0,-1,-1,-1,-1,0.11,0.07,0.08
Nicklas Bendtner,Nicklas,Bendtner,Denmark,1187,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.26,0.21,0.25,0.39,0.25,0.26,0,0.14,0.18,0.17,0.45,0.32,0.19,0.12,0.21,0.15,0.29
Nicklas Bendtner,Nicklas,Bendtner,Denmark,1187,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.67,0.5,0.27,0,0.38,0.4,0.54,0,0.5,0.75,0.2,-1,0.14,-1,-1,0.36,0.15,0.29
Martin Braithwaite,Martin,Braithwaite,Denmark,2737,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.29,0.28,0.17,0.34,0.33,0.29,0.2,0.23,0.19,-0.03,0.18
Martin Braithwaite,Martin,Braithwaite,Denmark,2737,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0,0,0,0,0.1,0.33,0.33,0.16,-0.03,0.18
Andreas Cornelius,Andreas,Cornelius,Denmark,1274,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.45,0.22,0.22,0.16,0.43,0.19,0.12,0.44,0.25,0.13,0.32
Andreas Cornelius,Andreas,Cornelius,Denmark,1274,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.17,-1,1,0,0.17,0,0.33,0.38,0.13,0.32
Thomas Delaney,Thomas,Delaney,Denmark,15,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,0.05,0.04,0.03,0.07,0.07,0.16,0.28,0.08,0.12,0,0.09,-0.04,0.07
Thomas Delaney,Thomas,Delaney,Denmark,15,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.2,0,0.12,0.05,-0.04,0.07
Kasper Dolberg,Kasper,Dolberg,Denmark,550,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.48,0.28,0.31,0.39,0.29,-0.08,0.25
Kasper Dolberg,Kasper,Dolberg,Denmark,550,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.14,0.5,0.4,0.21,-0.08,0.25
Christian Eriksen,Christian,Eriksen,Denmark,174,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05,0.17,0.19,0.29,0.3,0.25,0.17,0.26,0.3,0.2,0.16,0.21,0.18,0.3
Christian Eriksen,Christian,Eriksen,Denmark,174,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.2,0.06,0.5,0.08,0.25,0.23,1,0.68,0.6,0.67,0.39,0.18,0.3
Dennis Rommedahl,Dennis,Rommedahl,Denmark,117966,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,0.1,0,0.12,0,0.23,0.09,0.14,0.13,0,0,-1,-1,-1,-1,-1,0.08,0.16,0.16
Dennis Rommedahl,Dennis,Rommedahl,Denmark,117966,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0.24,0,0.12,0.5,0.17,0,0.24,0,0.11,0,0.23,0,0,-1,-1,-1,-1,-1,-1,0.24,0.16,0.16
Jon Dahl Tomasson,Jon Dahl,Tomasson,Denmark,117965,club,-1,-1,-1,-1,0.31,0.47,0.56,0.13,0.39,0.36,0.48,0.57,0.2,0.46,0.2,0.31,0.27,0.28,0.62,0.43,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.36,0.01,0.37
Jon Dahl Tomasson,Jon Dahl,Tomasson,Denmark,117965,nt,-1,-1,-1,-1,-1,-1,-1,0,0,0.57,0.33,0.58,0.5,0.56,0.5,0.53,0.67,0.53,0,0.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.37,0.01,0.37
Joe Cole,Joe,Cole,England,102748,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03,0.29,0.2,0.05,0.2,0.15,0.05,0.09,0.21,0.18,0.12,0.07,0.08,0,0,-1,-1,0.11,0.04,0.13
Joe Cole,Joe,Cole,England,102748,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.5,0,0,0.24,0,0.2,-1,0.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15,0.04,0.13
Peter Crouch,Peter,Crouch,England,18928,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,0.46,0.2,0.35,0.3,0.32,0.28,0.24,0.34,0.21,0.24,0.26,0.11,0.34,0.18,0.06,0,0.24,0.09,0.29
Peter Crouch,Peter,Crouch,England,18928,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.8,0.25,0.38,0,0.89,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0.09,0.29
Jermain Defoe,Jermain,Defoe,England,1758,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.5,0.37,0.25,0.29,0.42,0.41,0.56,0.3,0.45,0.35,0.45,0.21,0.53,0.38,0.15,0.32,0.53,0.36,-0.06,0.33
Jermain Defoe,Jermain,Defoe,England,1758,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.1,0,0.36,1,0.4,0,0.8,0,0.75,-1,-1,0,0.5,-1,-1,0.3,-0.06,0.33
Steven Gerrard,Steven,Gerrard,England,105426,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.26,0.34,0.42,0.25,0.4,0.33,0.52,0.42,0.33,0.36,0.15,0.21,-1,-1,-1,-1,-1,0.33,-0.09,0.29
Steven Gerrard,Steven,Gerrard,England,105426,nt,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0.2,0.31,0,0.37,0.25,0.09,0.5,0.24,0.5,0.33,0.4,0.4,-1,-1,-1,-1,-1,-1,0.24,-0.09,0.29
Harry Kane,Harry,Kane,England,184,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.28,0.3,0.1,0.21,0.61,0.59,0.93,0.85,0.6,0.71,0.52,0.3,0.67
Harry Kane,Harry,Kane,England,184,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.38,2,0.86,0.17,1.5,0.82,0.3,0.67
Frank Lampard,Frank,Lampard,England,105426,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.26,0.34,0.42,0.25,0.4,0.33,0.52,0.42,0.33,0.36,0.15,0.21,-1,-1,-1,-1,-1,0.33,-0.09,0.29
Frank Lampard,Frank,Lampard,England,105426,nt,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0.2,0.31,0,0.37,0.25,0.09,0.5,0.24,0.5,0.33,0.4,0.4,-1,-1,-1,-1,-1,-1,0.24,-0.09,0.29
Michael Owen,Michael,Owen,England,114815,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.55,-1,0.64,0,0.38,0.27,0.3,0.31,0.75,0.11,-1,-1,-1,-1,-1,-1,-1,0.37,0.04,0.39
Michael Owen,Michael,Owen,England,114815,nt,-1,-1,-1,-1,-1,-1,-1,0.4,0,0.42,0,0.62,0.25,0.5,1.25,0.36,0,0.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.41,0.04,0.39
Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,England,297,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.25,0.15,0.06,0.15,0.08,0.08,0.12,0.11,0,0.2,0.11,0.05,0.14
Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,England,297,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.33,0.33,0,0.14,0,0.14,-1,0.33,0.16,0.05,0.14
Marcus Rashford,Marcus,Rashford,England,909,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,0.23,0.25,0.3,0.49,0.33,-0.03,0.32
Marcus Rashford,Marcus,Rashford,England,909,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,0,0.15,0.6,0.5,0.3,-0.03,0.32
Wayne Rooney,Wayne,Rooney,England,50773,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.25,0.38,0.39,0.42,0.43,0.36,0.77,0.41,0.81,0.43,0.5,0.38,0.4,0.21,0.38,0.42,0.25,0.4,-0.02,0.39
Wayne Rooney,Wayne,Rooney,England,50773,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0.53,0.67,0.08,-1,0.2,0.5,0.53,0,0.4,0.33,0.8,0.25,0.64,-1,0,-1,-1,0.38,-0.02,0.39
Raheem Sterling,Raheem,Sterling,England,645,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.06,0.26,0.21,0.23,0.22,0.5,0.51,0.59,0.29,-0.08,0.25
Raheem Sterling,Raheem,Sterling,England,645,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0.13,0,0,0.4,1.14,0.21,-0.08,0.25
Daniel Sturridge,Daniel,Sturridge,England,308,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.33,0.16,0.25,0.42,0.32,0.48,0.74,0.28,0.5,0.26,0.24,0.15,0.41,0.32,-0.19,0.23
Daniel Sturridge,Daniel,Sturridge,England,308,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.45,0,0.2,0,0.4,-1,-1,0.13,-0.19,0.23
Jamie Vardy,Jamie,Vardy,England,18788,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.5,0.17,0.39,0.14,0.63,0.32,0.55,0.5,0.57,0.38,-0.22,0.27
Jamie Vardy,Jamie,Vardy,England,18788,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.45,0,0.18,-1,-1,0.16,-0.22,0.27
Theo Walcott,Theo,Walcott,England,18769,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.19,0,0.18,0.17,0.13,0.34,0.24,0.49,0.33,0.33,0.24,0.49,0.24,0.15,0.07,0.24,-0.14,0.17
Theo Walcott,Theo,Walcott,England,18769,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.27,0,0.08,0.25,0,0,0.5,0,0,-1,-1,0.1,-0.14,0.17
Danny Welbeck,Danny,Welbeck,England,1469,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.38,0.15,0.21,0.32,0.05,0.31,0.22,0.33,0.17,0.24,0.36,0.15,0.22,0.05,0.25
Danny Welbeck,Danny,Welbeck,England,1469,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.38,0.5,0.25,0,1,0,0.29,0,-1,0.27,0.05,0.25
Nicolas Anelka,Nicolas,Anelka,France,114772,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.37,0.32,0.3,0.3,0.46,0.34,0.36,0.11,0,0.17,-1,-1,-1,-1,-1,-1,0.29,0.03,0.31
