full_name,first_name,last_name,country,id,type,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,type_avg,diff_avg,player_avg
Nicolas Anelka,Nicolas,Anelka,France,114772,nt,-1,-1,-1,-1,-1,-1,-1,-1,2,0.08,0.14,0,-1,-1,0.5,0,0,0.25,0,0.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.32,0.03,0.31
Karim Benzema,Karim,Benzema,France,759,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14,0.44,0.56,0.5,0.27,0.54,0.62,0.42,0.45,0.5,0.78,0.37,0.27,0.57,0.56,0.47,-0.15,0.4
Karim Benzema,Karim,Benzema,France,759,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0.31,0.33,0.3,0.17,0.31,0.25,0.41,0.5,-1,-1,-1,-1,-1,0.32,-0.15,0.4
Olivier Giroud,Olivier,Giroud,France,2295,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.12,-1,0.35,0.57,0.33,0.6,0.36,0.43,0.51,0.46,0.4,0.28,0.32,0.38,0.37,0.05,0.4
Olivier Giroud,Olivier,Giroud,France,2295,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.1,0.4,0.33,0.4,0.67,1,0.32,0.25,0.73,0.42,0.05,0.4
Sidney Govou,Sidney,Govou,France,21881,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14,0.17,0.2,0.11,0.07,0.12,0.09,0,0,0,-1,-1,-1,-1,-1,0.09,0.09,0.14
Sidney Govou,Sidney,Govou,France,21881,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.25,0.25,0,0,0.5,0.5,0,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.18,0.09,0.14
Antoine Griezmann,Antoine,Griezmann,France,56,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15,0.18,0.21,0.31,0.4,0.49,0.59,0.46,0.59,0.43,0.31,0.37,0.05,0.4
Antoine Griezmann,Antoine,Griezmann,France,56,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.36,0.1,0.64,0.5,0.38,0.6,0.36,0.42,0.05,0.4
Thierry Henry,Thierry,Henry,France,114876,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.81,0.78,0.74,0.46,0.38,0.61,0.15,0.52,0.53,0.31,0.28,0,-1,-1,-1,-1,-1,0.46,-0.05,0.44
Thierry Henry,Thierry,Henry,France,114876,nt,-1,-1,-1,-1,-1,-1,-1,0.5,-1,0.38,0.43,0.12,0.78,0.5,0.5,0.44,0.5,0.56,0,0.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.41,-0.05,0.44
Blaise Matuidi,Blaise,Matuidi,France,869,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03,0.18,0,0.06,0.03,0,0.03,0.15,0.13,0.09,0.11,0.13,0.08,0.07,0.02,0.07,-0.01,0.07
Blaise Matuidi,Blaise,Matuidi,France,869,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.18,0.22,0.18,0,0.06,0,0,0.06,-0.01,0.07
Kylian Mbappé,Kylian,Mbappé,France,278,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,0.59,0.47,0.89,0.82,0.57,-0.24,0.45
Kylian Mbappé,Kylian,Mbappé,France,278,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.45,0.2,0.67,0.33,-0.24,0.45
Dimitri Payet,Dimitri,Payet,France,1912,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0.25,0,0.17,0.07,0.38,0.14,0.25,0.18,0.18,0.31,0.21,0.21,0.16,0.43,0.22,-0.13,0.16
Dimitri Payet,Dimitri,Payet,France,1912,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0.25,0.38,0,0.22,0,-1,0.09,-0.13,0.16
Paul Pogba,Paul,Pogba,France,904,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.14,0.16,0.26,0.21,0.16,0.16,0.32,0.05,0.15,-0.08,0.11
Paul Pogba,Paul,Pogba,France,904,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.24,0,0.08,0,0.21,0,0,0.07,-0.08,0.11
Franck Ribéry,Franck,Ribéry,France,515,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06,0.17,0.42,0.5,0.39,0.23,0.34,0.34,0.26,0.4,0.36,0.16,0.18,0.24,0.18,0.14,0.27,-0.11,0.22
Franck Ribéry,Franck,Ribéry,France,515,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,0,0.16,0,0.23,0,0.2,0.33,0.45,-1,-1,-1,-1,-1,-1,0.16,-0.11,0.22
David Trezeguet,David,Trezeguet,France,117095,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.71,0.48,0.56,0.08,0.37,0.38,-1,-1,0.3,-1,-1,-1,-1,-1,-1,0.41,0,0.41
David Trezeguet,David,Trezeguet,France,117095,nt,-1,-1,-1,-1,-1,-1,-1,0.17,-1,0.5,0.71,0.43,0.67,0.58,0.33,0.25,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.41,0,0.41
Mathieu Valbuena,Mathieu,Valbuena,France,1367,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,0.11,0.07,0.17,0.12,0.18,0.1,0.07,0.11,0.11,0.24,0.2,0.12,0.12,0.14,0.05,0.17
Mathieu Valbuena,Mathieu,Valbuena,France,1367,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0,0.1,0.2,0.08,0.25,-1,-1,-1,-1,-1,0.19,0.05,0.17
Julian Draxler,Julian,Draxler,Germany,267,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,0.11,0.33,0.16,0.11,0.26,0.25,0.11,0.12,0,0.16,-0.04,0.14
Julian Draxler,Julian,Draxler,Germany,267,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.33,0,0,0.1,0.12,0.2,0,0.33,0.12,-0.04,0.14
Sèrge Gnabry,Sèrge,Gnabry,Germany,510,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.07,0,0.6,0.41,0.38,0.3,0.51,0.28,0.41,0.49
Sèrge Gnabry,Sèrge,Gnabry,Germany,510,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0.33,1.14,0.69,0.41,0.49
Mario Gómez,Mario,Gómez,Germany,26314,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,0.56,0.76,0.76,0.31,0.87,0.79,0.59,0.31,0.31,0.68,0.49,0.28,0.22,0.29,0.49,-0.12,0.43
Mario Gómez,Mario,Gómez,Germany,26314,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.33,1,0.11,0.5,0.77,0,0,0,0.57,0,0.2,-1,-1,0.37,-0.12,0.43
Leon Goretzka,Leon,Goretzka,Germany,511,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11,0.16,0,0.06,0.2,0.12,0.22,0.21,0.14,0.15,0.22
Leon Goretzka,Leon,Goretzka,Germany,511,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.6,0.3,0.33,0.8,0.29,0.15,0.22
Mario Götze,Mario,Götze,Germany,16,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.2,0.28,0.37,0.35,0.33,0.26,0.14,0.07,0.24,0.13,0.22,-0.05,0.2
Mario Götze,Mario,Götze,Germany,16,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.14,0.11,0,0.56,0.5,0.21,0,0,-1,-1,0.17,-0.05,0.2
Ilkay Gündogan,Ilkay,Gündogan,Germany,633,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0.08,0.19,0.11,0.09,0,0.12,0.09,0.29,0.12,0.12,0.1,0.14,0.06,0.17
Ilkay Gündogan,Ilkay,Gündogan,Germany,633,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.5,0.5,0,0.33,0,0,0,0.43,0.2,0.06,0.17
Miroslav Klose,Miroslav,Klose,Germany,115068,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.83,0.35,0.56,0.5,0.16,0.19,0.43,0.44,0.29,0.4,0.27,-1,-1,-1,-1,0.4,-0.05,0.38
Miroslav Klose,Miroslav,Klose,Germany,115068,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.65,0,0.37,0,0.85,-1,0.5,0,0.69,0.33,0.67,0,0.54,-1,-1,-1,-1,-1,-1,0.35,-0.05,0.38
Toni Kroos,Toni,Kroos,Germany,752,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,0.13,0.26,0.05,0.14,0.25,0.08,0.04,0.02,0.09,0.12,0.02,0.12,0.11,0.05,0.14
Toni Kroos,Toni,Kroos,Germany,752,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.33,0,0,0.32,0,0.17,0,0.14,0.25,0.6,0.16,0.05,0.14
Thomas Müller,Thomas,Müller,Germany,522,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0.41,0.37,0.38,0.21,0.48,0.54,0.43,0.65,0.19,0.37,0.2,0.27,0.37,-0.06,0.34
Thomas Müller,Thomas,Müller,Germany,522,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.62,0.29,0.16,0.67,0.48,0,0.5,0,0.38,0,-1,0.31,-0.06,0.34
Mesut Özil,Mesut,Özil,Germany,1458,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.04,0.07,0.22,0.19,0.12,0.2,0.17,0.16,0.18,0.26,0.14,0.17,0.04,0.14,0.04,0.16
Mesut Özil,Mesut,Özil,Germany,1458,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0.07,0.25,0.33,0,0.45,0,0.19,0,0.2,-1,-1,0.18,0.04,0.16
Lukas Podolski,Lukas,Podolski,Germany,33266,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.04,0,0,0.01,-1.01,-1
Lukas Podolski,Lukas,Podolski,Germany,33266,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.01,-1
Marco Reus,Marco,Reus,Germany,25,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15,0.23,0.31,0.57,0.4,0.48,0.39,0.52,0.58,0.47,0.55,0.48,0.43,-0.14,0.36
Marco Reus,Marco,Reus,Germany,25,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.22,0,0.56,1,0.17,-1,0.17,0,0.5,0.29,-0.14,0.36
André Schürrle,André,Schürrle,Germany,19031,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15,0.44,0.23,0.33,0.2,0.14,0.33,0.27,0.1,0.24,0.11,0.23,0.18,0.32
André Schürrle,André,Schürrle,Germany,19031,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.4,0.42,0,0.62,0,0.23,0,2,-1,-1,0.41,0.18,0.32
Bastian Schweinsteiger,Bastian,Schweinsteiger,Germany,50914,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,0.17,0.03,0.17,0.06,0.18,0.14,0.2,0.23,0.2,0.03,0.13,0.14,0.03,-1,0.13,0.01,0.14
Bastian Schweinsteiger,Bastian,Schweinsteiger,Germany,50914,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.31,0.43,0,0.32,0,0.26,0.33,0.1,-1,0,0,0.09,-1,0,-1,-1,0.14,0.01,0.14
Timo Werner,Timo,Werner,Germany,1166,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14,0.09,0.19,0.66,0.47,0.51,0.76,0.4,-0.02,0.39
Timo Werner,Timo,Werner,Germany,1166,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.57,0.33,0.2,0.4,0.38,-0.02,0.39
Angelos Basinas,Angelos,Basinas,Greece,113866,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.03,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01,0.07,0.05
Angelos Basinas,Angelos,Basinas,Greece,113866,nt,-1,-1,-1,-1,-1,-1,-1,-1,0.17,0,0.5,0,0,0.06,0,0.06,0,0.15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,0.07,0.05
Angelos Charisteas,Angelos,Charisteas,Greece,113873,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.73,0.33,0.38,0.07,0.05,0.08,0.15,0.17,0,-1,-1,-1,-1,-1,-1,0.22,0.05,0.25
Angelos Charisteas,Angelos,Charisteas,Greece,113873,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.67,0.33,0,0.37,0,0.21,0,0.31,0,0.36,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0.27,0.05,0.25
Kostas Fortounis,Kostas,Fortounis,Greece,1609,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.12,0,0.27,0.27,0.13,0.08,0.33,0,0.12,0.04,0.14
Kostas Fortounis,Kostas,Fortounis,Greece,1609,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.25,-1,0.08,0.14,0.8,0.16,0.04,0.14
Theofanis Gekas,Theofanis,Gekas,Greece,105229,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.47,0.66,0.45,0.12,0.27,0.49,0.63,0.54,0.54,0.48,0.55,0.28,0,-1,-1,0.42,-0.19,0.33
Theofanis Gekas,Theofanis,Gekas,Greece,105229,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.5,0.44,0.5,0.59,0,0.18,-1,0.13,-1,0,-1,-1,-1,-1,0.23,-0.19,0.33
Georgios Karagounis,Georgios,Karagounis,Greece,114780,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,0.07,0.07,0.29,0.08,0,0.03,0.07,0.05,0,-1,-1,-1,-1,-1,0.07,-0.02,0.06
Georgios Karagounis,Georgios,Karagounis,Greece,114780,nt,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.2,0,0.08,0,0.06,0,0.1,0,0,0.17,0.12,0,0.06,-1,-1,-1,-1,-1,-1,0.05,-0.02,0.06
Kostas Katsouranis,Kostas,Katsouranis,Greece,117941,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.21,0.16,0.09,0.07,0.23,0.15,0.12,0.17,0.07,0,-1,-1,-1,-1,-1,0.13,-0.05,0.11
Kostas Katsouranis,Kostas,Katsouranis,Greece,117941,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.07,0.5,0.19,0,0.11,0.2,0,0,0.06,0,0,-1,-1,-1,-1,0.08,-0.05,0.11
Kostas Mitroglou,Kostas,Mitroglou,Greece,462,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.2,0.33,0,0.4,0.53,0.3,0.3,0.55,0.67,0.43,0.15,0.17,0.31,-0.08,0.27
Kostas Mitroglou,Kostas,Mitroglou,Greece,462,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.1,1,0.29,0,0.2,-1,0.55,0.2,0,0.23,-0.08,0.27
Dimitris Salpingidis,Dimitris,Salpingidis,Greece,117939,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.57,0.52,0.66,0.33,0.27,0.23,0.22,0.35,0.24,0.1,0,-1,-1,-1,-1,0.32,-0.26,0.19
Dimitris Salpingidis,Dimitris,Salpingidis,Greece,117939,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.25,0,0.22,0,0.24,-1,0,-1,-1,-1,-1,0.06,-0.26,0.19
Vasilis Torosidis,Vasilis,Torosidis,Greece,1599,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.22,0.25,0,0,0.18,0.09,0.07,0.06,0.04,0,0.25,0,0.09,-0.03,0.08
Vasilis Torosidis,Vasilis,Torosidis,Greece,1599,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.21,0,0.27,0,0,0,0,-1,0.27,0,0,0.06,-0.03,0.08
Balázs Dzsudzsák,Balázs,Dzsudzsák,Hungary,50600,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,0.28,0.25,0.3,0.37,0.47,0,0.16,0.04,0.16,0.15,0.29,0,-1,-1,0.21,0,0.21
Balázs Dzsudzsák,Balázs,Dzsudzsák,Hungary,50600,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.14,0,0.15,0.4,0.31,0.33,0.38,1,0.21,0,0.08,0,0,0.21,0,0.21
Szabolcs Huszti,Szabolcs,Huszti,Hungary,2343,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06,0.13,0.3,0.12,0.11,0.33,0.13,0.4,0.3,0.24,0.06,0.18,0.11,0.22,0.18,0.19,-0.14,0.12
Szabolcs Huszti,Szabolcs,Huszti,Hungary,2343,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.11,-1,0.14,0,0.07,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0.05,-0.14,0.12
Krisztián Kenesei,Krisztián,Kenesei,Hungary,227695,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.5,0.52,0.38,0.33,0.21,0.04,0.33,0,-1,-1,-1,0.23,0.08,0.27
Krisztián Kenesei,Krisztián,Kenesei,Hungary,227695,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.25,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.31,0.08,0.27
Vladimir Koman,Vladimir,Koman,Hungary,29742,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.14,0.12,0.03,0,0.04,0.06,0,0.12,0.03,0.11,-1,0,0.05,0.08,0.09
Vladimir Koman,Vladimir,Koman,Hungary,29742,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.4,0.21,0,0.18,-1,0,-1,-1,-1,-1,0.13,0.08,0.09
Nemanja Nikolic,Nemanja,Nikolic,Hungary,50917,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.62,0.39,0.62,0.48,0.62,0.83,0.67,0.66,0.53,0.41,0.32,0.51,0.05,0.54
Nemanja Nikolic,Nemanja,Nikolic,Hungary,50917,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,1,0,1,0,-1,1,0.56,0.05,0.54
Tamás Priskin,Tamás,Priskin,Hungary,28482,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.13,0,0.03,0.04,0,0.09,0,0,0,0.04,0,0.03,-0.03,0.02
Tamás Priskin,Tamás,Priskin,Hungary,28482,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,-0.03,0.02
Imre Szabics,Imre,Szabics,Hungary,210659,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,0.1,0,0.12,0.07,0.23,0.21,0.24,0.25,-1,-1,-1,-1,-1,-1,0.15,0.21,0.26
Imre Szabics,Imre,Szabics,Hungary,210659,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0.17,-1,0,-1,-1,1,0.22,0.5,0,-1,-1,-1,-1,-1,-1,0.36,0.21,0.26
Ádám Szalai,Ádám,Szalai,Hungary,729,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,0.23,0.2,0.45,0.23,0.19,0,0.35,0.25,0.21,0.07,0.2,0.04,0.22
Ádám Szalai,Ádám,Szalai,Hungary,729,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.62,0,0.25,0,0.13,0,0.6,0.71,0.11,0.24,0.04,0.22
Sándor Torghelle,Sándor,Torghelle,Hungary,28572,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0.26,0.33,0.06,0.33,0.17,0.44,0.26,0.38,0.37,0.46,0.23,0.2,0.23,0.39,0.43
Sándor Torghelle,Sándor,Torghelle,Hungary,28572,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0.25,-1,0.25,0,0.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.62,0.39,0.43
Kári Árnason,Kári,Árnason,Iceland,2789,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.05,0.06,0.02,0.09,0.05,0,0.07,0.03,0.25,0.13,0.07,0,0.05,-0.01,0.05
Kári Árnason,Kári,Árnason,Iceland,2789,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.17,-1,0,-1,0,-1,0,0,0.08,0,0,0,0.25,0,0,0.04,-0.01,0.05
Birkir Bjarnason,Birkir,Bjarnason,Iceland,2791,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.2,0.29,0.04,0,0.08,0.05,0.29,0.3,0.15,0.14,0.12,0.05,0.15,-0.07,0.12
Birkir Bjarnason,Birkir,Bjarnason,Iceland,2791,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.09,0,0.19,0,0.21,0,0.12,0,0.27,0.08,-0.07,0.12
Alfred Finnbogason,Alfred,Finnbogason,Iceland,2797,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.72,0.67,0.18,0.56,0.74,0.89,0.13,0.4,0.21,0.52,0.55,0.14,0.44,-0.16,0.36
Alfred Finnbogason,Alfred,Finnbogason,Iceland,2797,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0,0.2,0,0.25,0.67,0.08,0,0.43,1,0,0.28,-0.16,0.36
Kjartan Finnbogason,Kjartan,Finnbogason,Iceland,15678,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.12,0.28,0.57,0.54,0.35,0.39,0.42,0.59,0.26,0.27,0.18,0.57,0.35,-0.18,0.26
Kjartan Finnbogason,Kjartan,Finnbogason,Iceland,15678,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0.33,0,-1,0.5,0.17,-0.18,0.26
Heidar Helguson,Heidar,Helguson,Iceland,114869,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3,0.1,0.33,0.22,0.28,0.38,0.47,0.24,-1,-1,-1,-1,-1,-1,-1,0.29,-0.17,0.21
Heidar Helguson,Heidar,Helguson,Iceland,114869,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0.33,-1,0,-1,0,0,0.43,0,0.4,-1,-1,-1,-1,-1,-1,-1,-1,0.12,-0.17,0.21
Gylfi Sigurðsson,Gylfi,Sigurðsson,Iceland,2795,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,0.45,0.33,0.27,0.15,0.17,0.26,0.3,0.25,0.18,0.34,0.08,0.25,-0.01,0.25
