full_name,first_name,last_name,country,id,club1991,nt1991,club1992,nt1992,club1993,nt1993,club1994,nt1994,club1995,nt1995,club1996,nt1996,club1997,nt1997,club1998,nt1998,club1999,nt1999,club2000,nt2000,club2001,nt2001,club2002,nt2002,club2003,nt2003,club2004,nt2004,club2005,nt2005,club2006,nt2006,club2007,nt2007,club2008,nt2008,club2009,nt2009,club2010,nt2010,club2011,nt2011,club2012,nt2012,club2013,nt2013,club2014,nt2014,club2015,nt2015,club2016,nt2016,club2017,nt2017,club2018,nt2018,club2019,nt2019,club2020,nt2020
Mohamed Elyounoussi,Mohamed,Elyounoussi,Norway,18946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.33,-1,0.21,-1,0.5,0,0.38,0,0.48,0,0.26,0.33,0.3,0.38,0,0.17,0.35,0
Tarik Elyounoussi,Tarik,Elyounoussi,Norway,48152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.2,-1,0.36,-1,0.36,0,0.23,-1,0.18,0,0.39,0,0.26,0.4,0.41,0.17,0,0.2,0.19,0,0,0.2,0.23,0,0.29,0,0.32,0,0.24,0.14
Erling Haaland,Erling,Haaland,Norway,1100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.17,-1,0.48,-1,0.46,-1,1.07,0
Erik Huseklepp,Erik,Huseklepp,Norway,94593,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11,-1,0,-1,0.05,-1,0.11,0,0.42,0,0.33,0.44,0.14,0.25,0.25,0.17,0.23,0,0.15,0,0.28,-1,0.15,-1,0.25,-1,0.29,-1,-1,-1,-1,-1
Stefan Johansen,Stefan,Johansen,Norway,19159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,-1,0,-1,0.08,-1,0.1,-1,0.15,0.5,0.1,0,0.23,0,0.11,0.11,0.3,0,0.16,0,0.07,0.4,0,0.14
Ola Kamara,Ola,Kamara,Norway,12888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.27,-1,0.31,-1,0.34,-1,0.4,-1,0.48,0,0.14,0.2,0.4,-1,0.57,0,0.49,0,0.44,1.5,0.27,1,0.19,0.25
Joshua King,Joshua,King,Norway,18881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.1,-1,0.12,-1,0.1,0,0.06,0.18,0.21,0,0.2,0.3,0.44,0,0.26,0.7,0.32,0,0.22,0.5
John Arne Riise,John Arne,Riise,Norway,114787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0.15,0.16,1,0.02,0,0.07,0,0,0.17,0.05,0,0.15,0.25,0,0.25,0,0.2,0,0,0,0.2,0.2,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1
Alexander Sørloth,Alexander,Sørloth,Norway,1851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,-1,0.1,-1,0,-1,0.18,-1,0.15,-1,0.21,-1,0.12,-1,0.17,0,0.29,0.11,0,0,0,0.33
Jakub B?aszczykowski,Jakub,B?aszczykowski,Poland,3006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,-1,0.06,0,0.09,1,0.04,0,0.1,0,0.03,0.16,0.08,0.33,0.17,0.25,0.35,0,0.14,0.5,0.08,0,0.1,0.27,0,0,0.09,0.13,0.5,0.33,0.32,0
Kamil Glik,Kamil,Glik,Poland,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.04,0.14,0,0,0.08,0,0.03,0,0.06,0.09,0.18,0,0,0.06,0.15,0,0.09,0.07,0.02,0,0.04,0.11
Kamil Grosicki,Kamil,Grosicki,Poland,3012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.38,0,0.31,-1,0.11,0,0.33,0,0.17,0,0.08,0,0.12,0,0,0.67,0.25,0.32,0.12,0,0.24,0.27,0.23,0,0.18,0.4
Grzegorz Krychowiak,Grzegorz,Krychowiak,Poland,481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0.05,0,0,0,0.11,0,0.11,0,0.08,0,0.02,0.11,0,0,0,0.07,0.08,0,0.31,0.09
Robert Lewandowski,Robert,Lewandowski,Poland,521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.4,0,0.62,0.32,0.21,0.36,0.65,0.29,0.73,0,0.6,0.36,0.51,2,0.82,0.78,0.91,0,0.82,1.11,0.81,0,1.17,0.6
Arkadiusz Milik,Arkadiusz,Milik,Poland,333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,-1,0.16,0.33,0.48,0,0.1,0.33,0.68,0.33,0.57,0.39,0.35,0,0.37,0.08,0.43,0.5,0.4,0.4
Krzysztof Pi?tek,Krzysztof,Pi?tek,Poland,1651,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.25,-1,0.22,-1,0.31,-1,0.55,0,0.68,1,0.26,0.56
Waldemar Sobota,Waldemar,Sobota,Poland,24943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.16,-1,0.1,1,0.09,0.5,0.21,0.33,0.22,0.14,0.07,-1,0.09,0,0.03,-1,0.14,-1,0,-1,0.17,-1
?ukasz Teodorczyk,?ukasz,Teodorczyk,Poland,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.18,-1,0.04,-1,0.37,0,0.04,0,0.4,-1,0.07,0,0,0,0.09,0,0.04,-1,0.07,0.29,0,0,0.04,0,0.11,0,0.06,0.07,0.03,-1,0.02,0
Piotr Zieli?ski,Piotr,Zieli?ski,Poland,329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.5,0,0.33,0,0,0.14,0,0.13,0,0.15,0.11,0.13,0.25,0.04,0
Hugo Almeida,Hugo,Almeida,Portugal,41658,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0.15,0,0.25,-1,0.52,0.18,0.32,0.67,0.31,0.54,0.47,0.5,0.4,0.23,0.45,0,0.45,0.33,0.13,0,0.24,0,0,-1,0.19,-1,-1,-1,0,-1
Bruno Alves,Bruno,Alves,Portugal,31015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.06,0,0.08,0.15,0.15,0.25,0.11,0.11,0.09,0,0,0,0.07,0,0.07,0.29,0.03,0,0.02,0,0.03,0,0.09,0.2,0.12,-1,0,-1
Gonçalo Guedes,Gonçalo,Guedes,Portugal,925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.15,0,0.14,0.5,0.15,0.2,0.2,0.5,0.08,0.4
Éder Lopes,Éder,Lopes,Portugal,492,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,-1,0.18,-1,0.2,-1,0.35,0,0.56,0,0.25,0,0.37,0.33,0.21,0.21,0.19,0,0.14,0.33,0.09,0,0.21,0
Raul Meireles,Raul,Meireles,Portugal,114800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.11,-1,0.12,0,0.11,0.08,0.1,0.25,0.08,0.19,0.12,0,0.12,0.11,0.08,0.5,0.08,0.08,0.07,-1,0.05,0,-1,-1,-1,-1,-1,-1,-1,-1
João Moutinho,João,Moutinho,Portugal,2677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.11,0,0.11,0,0.17,0.08,0.11,0,0.16,0,0.04,0,0.08,0.05,0.08,0,0.03,0,0.1,0,0.03,0.12,0.06,0.33,0.02,0.06,0.02,0,0.02,0
Luís Nani,Luís,Nani,Portugal,50940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.13,0,0.17,0,0.08,0.12,0.13,0,0.15,0.27,0.21,0,0.21,0.32,0.14,0,0.07,0.11,0.3,0.25,0.26,0.35,0.19,0.2,0.12,0,0.32,-1,-1,-1
 Pepe,,Pepe,Portugal,373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.1,-1,0.12,-1,0,0.11,0,0,0.06,0.07,0.03,0,0.02,0.07,0.05,0,0.1,0,0.06,0,0.03,0.07,0.11,0.17,0.06,0.12,0.19,0,0.03,0
Hélder Postiga,Hélder,Postiga,Portugal,115228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.05,0.4,0,0.5,0.11,0.21,0.39,0,0.1,0.4,0.19,-1,0.03,2,0.26,0.33,0.23,0.4,0.34,0.33,0.14,0.43,0.12,-1,0.45,0,0,-1,-1,-1,-1,-1,-1,-1
Ricardo Quaresma,Ricardo,Quaresma,Portugal,1989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.05,-1,1,0,0.16,0,0.24,0,0.29,0.19,0.04,-1,0,0,0.28,0,0.21,0,-1,-1,0.38,0.5,0.23,0,0.14,0.21,0.14,0.2,0.16,0.06,0.12,-1,0.15,-1
Cristiano Ronaldo,Cristiano,Ronaldo,Portugal,874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14,0,0.11,0.18,0.22,0,0.26,0.45,0.43,0,0.88,0.47,0.49,0.5,0.94,0.06,0.98,1,1.11,0.65,1,1,1.06,0.65,1.2,0,1.06,0.69,0.87,0.6,1,1.31,0.64,1.5,0.83,1.22
Simão Sabrosa,Simão,Sabrosa,Portugal,116873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,0,-1,0.38,-1,0,-1,0,0.34,0.35,0.47,1,0.3,0.4,0.22,0,0.12,0.29,0.32,-1,0.12,-1,0.11,-1,0.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
André Silva,André,Silva,Portugal,2063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.27,0,0.5,0.29,0.25,0.53,0.27,0.75,0.42,0
Bernardo Silva,Bernardo,Silva,Portugal,636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.22,0,0.16,0.25,0.18,0.14,0.17,0,0.25,0.2,0.16,0.33
Silvestre Varela,Silvestre,Varela,Portugal,50123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,-1,0.1,-1,0,-1,0.14,-1,0.4,0,0.29,0.5,0.13,0.12,0.18,0,0.21,0.23,0.14,0,0.1,0,0,-1,0.27,-1,0.06,-1,0.14,-1
Alexandru Chipciu,Alexandru,Chipciu,Romania,55967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-1,0.11,0.5,0.21,0,0.19,-1,0.24,0.29,0.15,-1,0.22,0,0.12,0,0,0.08,0.03,0.2,0,0.2
Gheorghe-Teodor Grozav,Gheorghe-Teodor,Grozav,Romania,28539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.11,-1,0,-1,0.24,0.5,0.25,0,0.4,0.09,0.36,-1,0.1,0,0.22,0.67,0.08,0,0.3,-1,0.3,0
Claudiu Ke?erü,Claudiu,Ke?erü,Romania,1074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-1,-1,-1,0.43,-1,0.17,-1,0.29,-1,0.22,-1,0.53,-1,0.27,1.5,0.7,0,0,0.18,0.59,0,0.31,0.12,0.23,0.17,0.43,0.75
Ciprian Marica,Ciprian,Marica,Romania,114998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.3,-1,-1,-1,0.17,0.4,0.32,0,0.09,0.54,0.19,0.33,0.33,0.25,0.25,0,0.09,0.23,0.32,1.5,0.24,0.38,0.25,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
Adrian Mutu,Adrian,Mutu,Romania,113670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,0.33,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
George Pu?ca?,George,Pu?ca?,Romania,31562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15,-1,0,0,0,-1,0.28,0,0.32,-1,0.32,0,0.27,0.5,0.35,0.45
Nicolae Stanciu,Nicolae,Stanciu,Romania,44439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,-1,0.08,-1,0.1,-1,0.06,-1,0.14,-1,0.21,-1,0.39,0.57,0.26,0.33,0.25,0.25,0.2,0.33,0.1,0
Bogdan Stancu,Bogdan,Stancu,Romania,61828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.35,-1,0.41,0,0.44,0,0.31,0.18,0.33,0.67,0.46,0.2,0.37,1,0.33,0.27,0.09,1,0.28,0.29,0.27,-1,0.58,-1
Cristian T?nase,Cristian,T?nase,Romania,62256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.06,0,0.04,0.14,0.08,0.2,0.17,0.22,0.18,0.5,0.13,0.08,0.17,-1,0,0,0.1,-1,0.04,-1,0.08,-1,0.05,-1
Gabriel Torje,Gabriel,Torje,Romania,50095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,0.08,0,0.3,0.33,0.13,0.31,0.09,0.33,0,0.23,0.17,0,0.12,0.12,0,0,0.23,0,0.05,-1,-1,-1
Andrei Arshavin,Andrei,Arshavin,Russia,105837,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0.31,1,0.25,0.38,0.33,0,0.29,0.35,0.27,0,0.31,0.21,0.19,0,0.13,0.06,0.09,-1,0.12,-1,0.1,-1,0.07,-1,0.38,-1,0.5,-1,0.2,-1,-1,-1
Diniyar Bilyaletdinov,Diniyar,Bilyaletdinov,Russia,104625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.28,-1,0.09,0,0.07,0,1.43,0.11,0.21,-1,0.21,0.43,0.06,0,0.05,0.17,0.16,-1,0.14,0,0.11,-1,0.1,-1,0,-1,-1,-1,-1,-1,-1,-1
Denis Cheryshev,Denis,Cheryshev,Russia,923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,-1,0.24,0,0.31,-1,0,0,0.17,0,0.29,0,0,-1,0.12,0.5,0.1,0.67,0.1,1
Alan Dzagoev,Alan,Dzagoev,Russia,835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,-1,0.32,0,0.28,0,0.12,0,0.15,0.5,0.23,0,0.14,0,0.25,0,0.21,0.1,0.28,0,0.19,0,0,0,0,-1
Artyom Dzyuba,Artyom,Dzyuba,Russia,1223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.06,-1,0.12,-1,0.42,-1,0.38,-1,0.44,0,0.25,0,0.12,-1,0.61,0,0.32,0,0.53,0.73,0.42,0,0.23,0.5,0.35,0.25,0.58,0.82
Sergei Ignashevich,Sergei,Ignashevich,Russia,104575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0.25,0.23,-1,0.07,0,0.09,-1,0.12,0,0.07,0,0.05,0.07,0.27,0,0.11,0.06,0,0,0.05,0.11,0,0,0.11,0.07,0.14,-1,0.03,0,0,-1,-1,-1
Aleksandr Kerzhakov,Aleksandr,Kerzhakov,Russia,104610,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,-1,0,-1,0.17,0.28,0,0.29,0.31,0.33,-1,0.26,0.56,0.6,0,0.4,0.4,0.56,0,0.61,0.31,0.34,0,0.3,0.53,0.19,1,0.37,0,0.12,-1,0,-1,-1,-1,-1,-1
Aleksander Kokorin,Aleksander,Kokorin,Russia,1224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29,-1,0.12,-1,0.04,-1,0,0,0.17,0,0.5,0,0.43,0.38,0.26,1,0.33,0.29,0.27,0,0.54,0,0.4,-1,0.7,-1
Aleksei Miranchuk,Aleksei,Miranchuk,Russia,484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.17,-1,0.11,-1,0.1,1,0.09,0,0.15,0.33,0.2,0,0.12,0,0.45,0.2
Roman Pavlyuchenko,Roman,Pavlyuchenko,Russia,104620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0.44,-1,0.67,0.25,0.53,0.5,0.67,0.44,0.26,1,0.42,0.45,0.33,0.33,0.25,0.38,0.2,-1,0.24,-1,0.17,-1,0.2,-1,0.17,-1,0,-1,-1,-1,-1,-1
Pavel Pogrebnyak,Pavel,Pogrebnyak,Russia,53645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.17,-1,0.5,1,0.46,0,0.79,0.43,0.27,0,0.23,0.1,0.36,0.33,0.26,0.2,0.25,-1,0.32,-1,0.21,-1,0.05,-1,0,-1,0.44,-1,0.21,-1,0.28,-1
Aleksandr Samedov,Aleksandr,Samedov,Russia,53687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,-1,0,-1,0,-1,0.22,-1,0.11,-1,0.33,-1,0.12,0,0.07,0.5,0.23,0.12,0.11,0,0.39,0.18,0.3,0.11,0.11,0.11,0,-1,-1,-1
Roman Shirokov,Roman,Shirokov,Russia,105797,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.26,-1,0.11,0,0.04,-1,0.26,0.5,0.14,0.33,0.38,0.38,0.16,0.25,0.48,0.25,0.26,0.33,0.04,0,0,-1,-1,-1,-1,-1,-1,-1
Fyodor Smolov,Fyodor,Smolov,Russia,493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.14,-1,0,-1,0,-1,0,-1,0.08,1,0.04,0.33,0.07,0,0.31,0.5,0.55,0.25,0.81,0.56,0.58,0.11,0.26,-1,0.16,1
Dmitri Sychev,Dmitri,Sychev,Russia,118072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,-1,0,-1,0.4,-1,0,1,0.67,0,0.5,0,0.25,0.46,-1,0.3,0,0.33,-1,0.23,0,0.19,-1,0.11,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Kris Boyd,Kris,Boyd,Scotland,44792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.82,-1,0.62,-1,0.97,0.4,0.75,-1,0.66,0,0.29,-1,0.24,0,0.38,0,0.61,-1,0.22,-1,0.19,-1,0.29,-1,0.55,-1,0.26,-1,0,-1
Darren Fletcher,Darren,Fletcher,Scotland,19505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.22,-1,0.2,-1,0.38,-1,0.24,-1,0.32,-1,0.26,-1,0.3,-1,0.08,-1,0.15,-1,0.07,-1
Steven Fletcher,Steven,Fletcher,Scotland,19398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.24,-1,0.19,-1,0.45,0,0.32,0,0.32,0.2,0.35,-1,0.35,0,0.35,0,0.12,0,0.15,0,0.19,0.54,0.27,0,0.15,0.33,0.24,0.5,0.43,-1
James Forrest,James,Forrest,Scotland,1127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-1,0.14,0,0.22,0,0.12,0,0.27,0,0.17,0,0.06,0,0.19,0,0.25,0,0.27,1.67,0.35,0
